Player_name,Batting_style,Bowling_syle,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat_bowl,Inns_bowl,Balls_bowl,Runs_bowl,Wkts_bowl,BBI_bowl,BBM_bowl,Ave_bowl,Econ_bowl,SR_bowl,4w_bowl,5w_bowl,10_bowl
Steven Smith,Right-hand bat,Legbreak googly,113,99,12,3674,164,42.22,4245,86.54,8,22,310,33,64,0,113,36,1046,931,27,Mar-16,Mar-16,34.48,5.34,38.7,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moises Henriques,Right-hand bat,Right-arm fast-medium,11,10,1,81,18,9,119,68.06,0,0,7,0,4,0,11,10,354,306,7,Mar-32,Mar-32,43.71,5.18,50.5,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lungi Ngidi,Right-hand bat,Right-arm fast,20,8,6,46,19*,23,60,76.66,0,0,4,2,5,0,20,20,912,836,37,Apr-51,Apr-51,22.59,5.5,24.6,2,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Henry,Right-hand bat,Right-arm fast-medium,46,17,6,199,48*,18.09,194,102.57,0,0,18,9,16,0,46,44,2367,2171,85,May-30,May-30,25.54,5.5,27.8,7,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasir Hossain,Right-hand bat,Right-arm offbreak,65,52,8,1281,100,29.11,1605,79.81,1,6,112,15,34,0,65,43,1256,988,24,Mar-26,Mar-26,41.16,4.71,52.3,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Warner,Left-hand bat,Legbreak,111,109,5,4624,179,44.46,4863,95.08,15,19,480,71,50,0,111,1,6,8,0,-,-,-,8,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Marsh,Right-hand bat,Right-arm medium,53,49,9,1428,102*,35.7,1534,93.08,1,11,120,37,25,0,53,50,1700,1564,44,May-33,May-33,35.54,5.52,38.6,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemar Roach,Right-hand bat,Right-arm fast-medium,86,54,33,280,34,13.33,521,53.74,0,0,21,5,19,0,86,85,4195,3545,117,Jun-27,Jun-27,30.29,5.07,35.8,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Brathwaite,Right-hand bat,Right-arm fast-medium,37,31,2,419,50,14.44,491,85.33,0,1,25,17,11,0,37,34,1594,1468,34,May-27,May-27,43.17,5.52,46.8,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeetan Patel,Right-hand bat,Right-arm offbreak,43,15,8,95,34,13.57,162,58.64,0,0,5,2,13,0,43,42,2014,1691,49,03-Nov,03-Nov,34.51,5.03,41.1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabraiz Shamsi,Right-hand bat,Slow left-arm chinaman,16,3,2,0,0*,0,2,0,0,0,0,0,5,0,16,16,825,736,19,Apr-33,Apr-33,38.73,5.35,43.4,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasir Jamal,Right-hand bat,Legbreak googly,16,24,3,1004,172,47.8,1711,58.67,3,4,145,8,12,0,16,9,120,101,0,-,-,-,5.05,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockie Ferguson,Right-hand bat,Right-arm fast,5,1,0,1,1,1,3,33.33,0,0,0,0,3,0,5,5,114,135,10,Mar-21,Mar-21,13.5,7.1,11.4,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khaya Zondo,Right-hand bat,Right-arm offbreak,112,182,12,5262,175,30.95,10785,48.78,10,27,696,54,64,0,112,67,2588,1586,43,Jun-52,Jun-83,36.88,3.67,60.1,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Chapman,Left-hand bat,Slow left-arm orthodox,24,23,2,475,63*,22.61,416,114.18,0,1,38,13,7,0,24,4,60,77,3,01-Oct,01-Oct,25.66,7.7,20,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin de Grandhomme,Right-hand bat,Right-arm fast-medium,31,22,6,458,74*,28.62,414,110.62,0,1,33,22,10,0,31,31,1074,901,21,Mar-26,Mar-26,42.9,5.03,51.1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Nicholls,Left-hand bat,Right-arm offbreak,41,39,10,1029,124*,35.48,1210,85.04,1,8,88,10,16,0,41,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiden Markram,Right-hand bat,Right-arm offbreak,22,21,1,564,67*,28.2,647,87.17,0,2,66,9,9,0,22,5,96,110,2,Feb-18,Feb-18,55,6.87,48,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin Munro,Left-hand bat,Right-arm medium-fast,54,50,2,1250,87,26.04,1191,104.95,0,8,134,36,21,0,54,24,546,472,7,02-Oct,02-Oct,67.42,5.18,78,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ish Sodhi,Right-hand bat,Legbreak,30,12,2,62,24,6.2,84,73.8,0,0,2,4,7,0,30,29,1512,1395,39,Apr-58,Apr-58,35.76,5.53,38.7,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinrich Klaasen,Right-hand bat,,9,9,2,156,69,22.28,107,145.79,0,1,8,11,8,0,9,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Latham,Left-hand bat,Right-arm medium,88,81,9,2408,137,33.44,2902,82.97,4,14,206,33,66,7,88,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timm van der Gugten,Right-hand bat,Right-arm fast-medium,29,10,3,69,13,9.85,60,115,0,0,3,3,3,0,29,28,545,672,28,Mar-18,Mar-18,24,7.39,19.4,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Boland,Right-hand bat,Right-arm fast-medium,3,-,-,-,-,-,-,-,-,-,-,-,1,0,3,3,66,90,3,Mar-26,Mar-26,30,8.18,22,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umar Gul,Right-hand bat,Right-arm fast-medium,130,65,18,457,39,9.72,642,71.18,0,0,36,14,17,0,130,128,6064,5253,179,Jun-42,Jun-42,29.34,5.19,33.8,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ Watling,Right-hand bat,,28,25,2,573,96*,24.91,838,68.37,0,5,58,3,20,0,28,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Hastings,Right-hand bat,Right-arm fast-medium,29,21,11,271,51,27.1,273,99.26,0,1,29,8,5,0,29,29,1486,1256,42,Jun-45,Jun-45,29.9,5.07,35.3,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farveez Maharoof,Right-hand bat,Right-arm fast-medium,109,75,18,1113,69*,19.52,1294,86.01,0,2,89,25,26,0,109,105,4640,3789,135,Jun-14,Jun-14,28.06,4.89,34.3,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaminda Bandara,Left-hand bat,Left-arm medium-fast,1,1,1,2,2*,-,4,50,0,0,0,0,0,0,1,1,6,11,0,-,-,-,11,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seekkuge Prasanna,Right-hand bat,Legbreak,40,37,3,421,95,12.38,445,94.6,0,2,29,26,7,0,40,39,1945,1767,32,Mar-32,Mar-32,55.21,5.45,60.7,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharjeel Khan,Left-hand bat,Legbreak,25,25,0,812,152,32.48,716,113.4,1,6,104,28,6,0,25,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liam Dawson,Right-hand bat,Slow left-arm orthodox,3,2,0,14,10,7,17,82.35,0,0,1,0,0,0,3,2,84,96,3,Feb-70,Feb-70,32,6.85,28,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Jordan,Right-hand bat,Right-arm fast-medium,31,21,7,169,38*,12.07,188,89.89,0,0,12,5,19,0,31,31,1532,1521,43,May-29,May-29,35.37,5.95,35.6,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirwais Ashraf,Right-hand bat,Right-arm fast-medium,25,19,8,128,28*,11.63,115,111.3,0,0,5,8,5,0,25,22,392,444,14,02-Jun,02-Jun,31.71,6.79,28,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nawroz Mangal,Right-hand bat,Right-arm offbreak,32,32,4,505,65*,18.03,453,111.47,0,2,42,19,16,0,32,6,60,80,4,Mar-23,Mar-23,20,8,15,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suraj Randiv,Right-hand bat,Right-arm offbreak,31,18,2,280,56,17.5,382,73.29,0,1,28,1,7,0,31,29,1437,1214,36,May-42,May-42,33.72,5.06,39.9,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naveen-ul-Haq,Right-hand bat,Right-arm medium-fast,8,12,1,92,34,8.36,172,53.48,0,0,7,7,5,0,8,15,1055,665,27,Aug-35,Aug-61,24.62,3.78,39,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamin Ahmadzai,Right-hand bat,Right-arm medium-fast,3,2,1,3,3*,3,19,15.78,0,0,0,0,2,0,3,3,108,90,2,Jan-23,Jan-23,45,5,54,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhawal Kulkarni,Right-hand bat,Right-arm medium,2,1,1,1,1*,-,1,100,0,0,0,0,0,0,2,2,48,55,3,Feb-23,Feb-23,18.33,6.87,16,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shafiul Islam,Right-hand bat,Right-arm fast-medium,56,31,11,126,24*,6.3,221,57.01,0,0,13,2,8,0,56,56,2342,2294,63,Apr-21,Apr-21,36.41,5.87,37.1,4,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barinder Sran,Left-hand bat,Left-arm medium,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,48,41,6,04-Oct,04-Oct,6.83,5.12,8,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faiz Fazal,Left-hand bat,Right-arm medium,114,198,11,7837,206,41.9,17580,44.57,19,36,121,0,,,114,2085,1052,23,Apr-48,Apr-42,45.73,3.02,90.6,1,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karun Nair,Right-hand bat,Right-arm offbreak,2,2,0,46,39,23,88,52.27,0,0,6,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shabir Noori,Right-hand bat,Right-arm offbreak,1,1,0,15,15,15,18,83.33,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taijul Islam,Left-hand bat,Slow left-arm orthodox,4,2,0,21,11,10.5,40,52.5,0,0,2,0,1,0,4,4,222,151,5,04-Nov,04-Nov,30.2,4.08,44.4,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Terry,Right-hand bat,Right-arm offbreak,1,1,0,4,4,4,6,66.66,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Denly,Right-hand bat,Legbreak,13,11,0,293,67,26.63,447,65.54,0,2,32,1,7,0,13,3,66,60,1,Jan-24,Jan-24,60,5.45,66,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jofra Archer,Right-hand bat,Right-arm fast,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,24,29,2,Feb-29,Feb-29,14.5,7.25,12,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Bailey,Right-hand bat,Right-arm medium,90,85,10,3044,156,40.58,3645,83.51,3,22,222,57,48,0,90,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Jayed,Right-hand bat,Right-arm fast-medium,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,108,114,5,May-58,May-58,22.8,6.33,21.6,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Dowrich,Right-hand bat,,1,1,0,6,6,6,8,75,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuru Udana,Right-hand bat,Left-arm medium-fast,21,13,7,173,84*,28.83,113,153.09,0,1,13,11,4,0,21,21,420,604,17,Mar-13,Mar-13,35.52,8.62,24.7,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Pooran,Left-hand bat,,11,11,2,218,58,24.22,155,140.64,0,2,17,12,4,0,11,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimuth Karunaratne,Left-hand bat,Right-arm medium,21,17,2,446,97,29.73,601,74.2,0,4,37,0,7,0,21,1,10,11,0,-,-,-,6.6,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Allen,Right-hand bat,Slow left-arm orthodox,9,7,0,51,27,7.28,44,115.9,0,0,5,2,3,0,9,9,168,196,8,Feb-19,Feb-19,24.5,7,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymon Reifer,Left-hand bat,Left-arm medium-fast,2,1,0,7,7,7,12,58.33,0,0,0,0,0,0,2,2,53,54,2,Feb-23,Feb-23,27,6.11,26.5,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alauddin Babu,Right-hand bat,Right-arm medium-fast,61,48,10,544,44,14.31,614,88.59,0,0,32,23,12,0,61,57,2346,2106,66,Apr-27,Apr-27,31.9,5.38,35.5,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamid Hassan,Right-hand bat,Right-arm fast,22,9,6,50,22,16.66,46,108.69,0,0,3,2,2,0,22,22,478,523,32,Apr-22,Apr-22,16.34,6.56,14.9,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Amin,Right-hand bat,Right-arm offbreak,86,75,9,2318,111,35.12,2715,85.37,4,13,197,43,35,0,86,68,2345,1786,53,May-25,May-25,33.69,4.56,44.2,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamrul Islam,Right-hand bat,Right-arm medium-fast,73,105,27,867,63,11.11,0,3,23,0,,,,,73,121,10423,6295,150,May-65,6/119,41.96,3.62,69.4,5,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim Janat,Right-hand bat,Right-arm medium,16,9,1,109,25,13.62,106,102.83,0,0,6,6,5,0,16,16,336,483,16,Mar-24,Mar-24,30.18,8.62,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avishka Fernando,Right-hand bat,Right-arm medium-fast,3,3,0,17,16,5.66,20,85,0,0,0,2,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuvagata Hom,Right-hand bat,Right-arm offbreak,4,3,1,70,35*,35,86,81.39,0,0,9,0,0,0,4,1,12,9,0,-,-,-,4.5,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sami Aslam,Left-hand bat,Right-arm medium,4,4,0,78,45,19.5,117,66.66,0,0,9,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelo Perera,Right-hand bat,Slow left-arm orthodox,5,4,0,46,16,11.5,54,85.18,0,0,4,1,1,0,5,1,6,17,0,-,-,-,17,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammad Irfan,Right-hand bat,Left-arm fast,60,33,21,48,12,4,149,32.21,0,0,5,2,11,0,60,60,3109,2549,83,Apr-30,Apr-30,30.71,4.91,37.4,2,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillakaratne Dilshan,Right-hand bat,Right-arm offbreak,330,303,41,10290,161*,39.27,11933,86.23,22,47,1111,55,123,1,330,204,5880,4778,106,04-Apr,04-Apr,45.07,4.87,55.4,3,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraigg Brathwaite,Right-hand bat,Right-arm offbreak,10,10,0,278,78,27.8,483,57.55,0,1,15,0,3,0,10,5,152,140,1,Jan-56,Jan-56,140,5.52,152,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Lynn,Right-hand bat,Slow left-arm orthodox,18,16,1,291,44,19.4,221,131.67,0,0,28,14,3,0,18,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Charles,Right-hand bat,,34,33,0,724,84,21.93,595,121.68,0,4,84,26,10,2,34,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulieman Benn,Left-hand bat,Slow left-arm orthodox,47,30,7,182,31,7.91,240,75.83,0,0,19,3,9,0,47,46,2387,1913,39,Apr-18,Apr-18,49.05,4.8,61.2,3,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sohail Khan,Right-hand bat,Right-arm fast-medium,13,6,1,25,7,5,51,49.01,0,0,2,0,3,0,13,13,666,597,19,May-55,May-55,31.42,5.37,35,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunil Narine,Left-hand bat,Right-arm offbreak,65,45,12,363,36,11,441,82.31,0,0,36,12,14,0,65,65,3540,2435,92,Jun-27,Jun-27,26.46,4.12,38.4,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kieron Pollard,Right-hand bat,Right-arm medium-fast,59,50,10,788,63*,19.7,618,127.5,0,2,56,40,26,0,59,38,510,710,23,Mar-30,Mar-30,30.86,8.35,22.1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Duckett,Left-hand bat,Right-arm offbreak,3,3,0,123,63,41,152,80.92,0,2,10,1,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Finn,Right-hand bat,Right-arm fast-medium,69,30,13,136,35,8,223,60.98,0,0,11,3,15,0,69,67,3550,2996,102,May-33,May-33,29.37,5.06,34.8,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Vandersay,Right-hand bat,Legbreak,10,7,6,15,8*,15,17,88.23,0,0,2,0,1,0,10,10,210,262,6,Feb-26,Feb-26,43.66,7.48,35,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denesh Ramdin,Right-hand bat,,139,110,22,2200,169,25,2738,80.35,2,8,165,31,181,7,139,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lahiru Gamage,Right-hand bat,Right-arm fast-medium,9,5,3,4,3,2,27,14.81,0,0,0,0,2,0,9,9,402,392,9,Apr-57,Apr-57,43.55,5.85,44.6,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilton Cartwright,Right-hand bat,Right-arm medium,2,2,0,2,1,1,23,8.69,0,0,0,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunzamul Islam,Left-hand bat,Slow left-arm orthodox,3,1,0,19,19,19,24,79.16,0,0,3,0,0,0,3,3,150,79,5,Feb-22,Feb-22,15.8,3.16,30,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammad Saifuddin,Left-hand bat,Right-arm medium-fast,9,6,1,94,39*,18.8,88,106.81,0,0,7,3,2,0,9,9,162,290,5,Feb-53,Feb-53,58,10.74,32.4,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikita Miller,Right-hand bat,Slow left-arm orthodox,50,27,13,284,51,20.28,359,79.1,0,1,23,4,18,0,50,46,2125,1660,45,Apr-43,Apr-43,36.88,4.68,47.2,2,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamran Akmal,Right-hand bat,,157,138,14,3236,124,26.09,3855,83.94,5,10,378,37,157,31,157,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chadwick Walton,Right-hand bat,,9,8,0,53,19,6.62,86,61.62,0,0,7,0,9,1,9,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamish Bennett,Left-hand bat,Right-arm medium-fast,16,7,5,10,4*,5,35,28.57,0,0,0,0,3,0,16,15,718,621,27,Apr-16,Apr-16,23,5.18,26.5,2,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharafuddin Ashraf,Right-hand bat,Slow left-arm orthodox,8,4,1,28,18,9.33,29,96.55,0,0,1,1,1,0,8,8,150,201,5,Mar-27,Mar-27,40.2,8.04,30,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron White,Right-hand bat,Legbreak googly,91,77,16,2072,105,33.96,2586,80.12,2,11,145,45,37,0,91,19,331,351,12,03-May,03-May,29.25,6.36,27.5,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veerasammy Permaul,Right-hand bat,Slow left-arm orthodox,7,4,1,19,10,6.33,26,73.07,0,0,1,0,1,0,7,7,331,271,8,Mar-40,Mar-40,33.87,4.91,41.3,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Worrall,Right-hand bat,Right-arm fast-medium,43,65,28,430,50,11.62,1047,41.06,0,1,52,2,14,0,43,81,9079,4741,172,Jul-64,10/148,27.56,3.13,52.7,9,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olly Stone,Right-hand bat,Right-arm fast,34,42,10,532,60,16.62,1117,47.62,0,1,67,6,14,0,34,56,5125,2809,116,Aug-80,Nov-96,24.21,3.28,44.1,8,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sadeera Samarawickrama,Right-hand bat,,6,6,0,132,54,22,151,87.41,0,1,17,0,1,0,6,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shreyas Iyer,Right-hand bat,Legbreak googly,6,5,0,83,30,16.6,80,103.75,0,0,8,1,1,0,6,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asad Shafiq,Right-hand bat,Right-arm offbreak,60,58,4,1336,84,24.74,1979,67.5,0,9,108,5,14,0,60,2,12,18,0,-,-,-,9,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasun Rajitha,Right-hand bat,Right-arm medium-fast,6,2,1,0,0*,0,10,0,0,0,0,0,1,0,6,6,215,239,5,Jan-21,Jan-21,47.8,6.66,43,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Sundar,Left-hand bat,Right-arm offbreak,7,1,1,0,0*,-,0,-,0,0,0,0,2,0,7,7,168,169,10,Mar-22,Mar-22,16.9,6.03,16.8,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duanne Olivier,Right-hand bat,Right-arm fast-medium,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,114,124,3,Feb-73,Feb-73,41.33,6.52,38,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandrapaul Hemraj,Left-hand bat,Slow left-arm orthodox,25,47,1,1280,144,27.82,1,7,13,0,,,,,25,7,174,72,2,01-Jul,01-Jul,36,2.48,87,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Astle,Right-hand bat,Legbreak,9,5,2,79,49,26.33,77,102.59,0,0,5,2,2,0,9,8,270,246,10,Mar-33,Mar-33,24.6,5.46,27,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zahir Khan,Left-hand bat,Slow left-arm chinaman,12,14,8,26,11*,4.33,75,34.66,0,0,2,2,3,0,12,21,1792,1260,64,Jun-52,9/130,19.68,4.21,28,5,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beuran Hendricks,Left-hand bat,Left-arm fast-medium,10,3,1,18,12*,9,21,85.71,0,0,0,1,3,0,10,10,205,303,16,Apr-14,Apr-14,18.93,8.86,12.8,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijay Shankar,Right-hand bat,Right-arm medium,9,4,0,101,43,25.25,73,138.35,0,0,11,5,2,0,9,6,126,191,5,Feb-32,Feb-32,38.2,9.09,25.2,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikram Alikhil,Left-hand bat,,5,5,2,20,9,6.66,78,25.64,0,0,0,0,0,1,5,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Steyn,Right-hand bat,Right-arm fast,125,51,12,365,60,9.35,562,64.94,0,1,35,9,28,0,125,124,6256,5087,196,Jun-39,Jun-39,25.95,4.87,31.9,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubman Gill,Right-hand bat,Right-arm offbreak,9,16,2,1089,268,77.78,1409,77.28,3,7,135,13,6,0,9,1,6,4,0,-,-,-,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Worker,Left-hand bat,Slow left-arm orthodox,2,2,0,90,62,45,64,140.62,0,1,6,5,1,0,2,1,12,19,1,Jan-19,Jan-19,19,9.5,12,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawid Malan,Left-hand bat,Legbreak,1,1,0,24,24,24,30,80,0,0,3,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammed Siraj,Right-hand bat,Right-arm medium-fast,3,-,-,-,-,-,-,-,-,-,-,-,1,0,3,3,72,148,3,Jan-45,Jan-45,49.33,12.33,24,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Campbell,Left-hand bat,Right-arm offbreak,6,5,0,248,179,49.6,214,115.88,1,0,25,8,0,0,6,1,6,13,0,-,-,-,13,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fazle Mahmud,Left-hand bat,Slow left-arm orthodox,75,128,3,4127,195,33.01,7799,52.91,7,20,38,0,,,75,2520,1346,30,Apr-55,Apr-80,44.86,3.2,84,1,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashton Turner,Right-hand bat,Right-arm offbreak,5,4,0,26,18,6.5,26,100,0,0,1,0,2,0,5,3,36,42,3,02-Dec,02-Dec,14,7,12,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Siddle,Right-hand bat,Right-arm fast-medium,20,6,3,31,10*,10.33,30,103.33,0,0,2,0,1,0,20,19,901,743,17,Mar-55,Mar-55,43.7,4.94,53,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Foakes,Right-hand bat,,1,1,1,61,61*,-,76,80.26,0,1,3,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-
